Music,Private Room,Music Played,Mood,Music Genre
UP,Room2,yes,Happy,1
H0,Room2,yes,Neutral,H0
ED,Room2,yes,Neutral,1
LI,Room2,yes,Happy,1
HU,Room2,yes,Happy,3
H0,Room2,yes,Neutral,H0
IN,Room2,yes,Sad,3
BU,Room2,yes,Happy,3
PO,Room2,yes,Sad,3
EG,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
BZ,Room2,yes,Happy,3
MC,Room2,yes,Happy,2
H0,Room2,yes,Happy,H0
BZ,Room2,no,Sad,3
H0,Room2,yes,Happy,H0
NN,Room2,yes,Happy,1
NN,Room2,yes,Happy,1
H0,Room2,yes,Happy,H0
ME,Room2,yes,Sad,1
H0,Room2,yes,Happy,H0
NN,Room2,yes,Sad,1
BU,Room2,yes,Happy,3
RG,Room2,yes,Sad,2
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
DA,Room2,no,Happy,3
DA,Room2,no,Sad,3
DA,Room2,no,Happy,3
DA,Room2,no,Sad,3
DA,Room2,no,Happy,3
DA,Room2,no,Sad,3
DA,Room2,no,Happy,3
DA,Room2,no,Sad,3
EG,Room2,no,Neutral,3
DA,Room2,no,Happy,3
LB,Room2,no,Happy,1
WB,Room2,no,Neutral,3
WB,Room2,no,Neutral,3
AI,Room2,no,Neutral,3
AI,Room2,no,Sad,3
BU,Room2,no,Happy,3
S1,Room2,no,Neutral,S1
H0,Room2,no,Neutral,H0
WB,Room2,no,Happy,3
WB,Room2,no,Neutral,3
WB,Room2,no,Sad,3
H0,Room2,no,Happy,H0
JE,Room2,no,Happy,3
BZ,Room2,no,Sad,3
H0,Room2,yes,Neutral,H0
WT,Room2,yes,Sad,1
LO,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
KI,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
H0,Room2,yes,Sad,H0
AL,Room2,yes,Sad,3
CG,Room2,yes,Happy,2
RM,Room2,yes,Happy,3
LO,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
BP,Room2,yes,Happy,2
H0,Room2,yes,Happy,H0
ME,Room2,yes,Sad,1
H0,Room2,yes,Sad,H0
BT,Room2,yes,Happy,1
H0,Room2,yes,Neutral,H0
RS,Room2,yes,Neutral,3
BZ,Room2,yes,Sad,3
MC,Room2,yes,Happy,2
WY,Room2,no,Neutral,2
MA,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
H0,Room2,yes,Happy,H0
AL,Room2,yes,Sad,3
ED,Room2,yes,Sad,1
AL,Room2,yes,Neutral,3
LG,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
BT,Room2,yes,Sad,1
BL,Room2,yes,Sad,3
KI,Room2,yes,Happy,3
WT,Room2,yes,Sad,1
WT,Room2,yes,Sad,1
S1,Room2,yes,Happy,S1
H0,Room2,yes,Sad,H0
BT,Room2,yes,Sad,1
H0,Room2,yes,Happy,H0
AI,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
H0,Room2,yes,Neutral,H0
AL,Room2,yes,Sad,3
S1,Room2,yes,Neutral,S1
H0,Room2,yes,Sad,H0
H0,Room2,yes,Neutral,H0
AU,Room2,yes,Neutral,2
H0,Room2,yes,Happy,H0
S1,Room2,no,Happy,S1
LB,Room2,no,Neutral,1
CH,Room2,no,Happy,3
H0,Room2,yes,Happy,H0
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Happy,H0
CL,Room2,yes,Sad,2
H0,Room2,yes,Neutral,H0
UP,Room2,yes,Sad,1
BT,Room2,yes,Happy,1
BT,Room2,yes,Sad,1
BT,Room2,yes,Happy,1
BT,Room2,yes,Sad,1
BT,Room2,yes,Happy,1
EG,Room2,yes,Happy,3
EG,Room2,yes,Sad,3
H0,Room2,yes,Neutral,H0
SS,Room2,yes,Sad,2
BZ,Room2,yes,Neutral,3
UP,Room2,yes,Happy,1
WA,Room2,yes,Happy,3
ED,Room2,yes,Neutral,1
ED,Room2,yes,Sad,1
ED,Room2,yes,Neutral,1
BZ,Room2,yes,Neutral,3
PW,Room2,yes,Sad,1
AL,Room2,yes,Happy,3
CH,Room2,yes,Happy,3
AL,Room2,yes,Neutral,3
LG,Room2,yes,Happy,3
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Sad,H0
JE,Room2,yes,Neutral,3
H0,Room2,yes,Sad,H0
ED,Room2,yes,Sad,1
WB,Room2,yes,Neutral,3
ED,Room2,yes,Happy,1
ED,Room2,yes,Neutral,1
ED,Room2,yes,Sad,1
EG,Room2,no,Neutral,3
H0,Room2,no,Neutral,H0
WP,Room2,no,Sad,2
NN,Room2,yes,Neutral,1
NN,Room2,yes,Sad,1
ED,Room2,yes,Neutral,1
UP,Room2,yes,Sad,1
LB,Room2,yes,Sad,1
LG,Room2,yes,Neutral,3
DA,Room2,yes,Sad,3
MT,Room2,yes,Happy,3
EG,Room2,yes,Neutral,3
AL,Room2,yes,Sad,3
AV,Room2,yes,Happy,2
BL,Room2,yes,Happy,3
ED,Room2,yes,Neutral,1
AR,Room2,yes,Sad,2
BE,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
S1,Room2,yes,Happy,S1
BU,Room2,yes,Sad,3
NN,Room2,yes,Sad,1
AR,Room2,yes,Sad,2
BU,Room2,yes,Happy,3
BP,Room2,yes,Neutral,2
S1,Room2,yes,Happy,S1
S1,Room2,yes,Neutral,S1
VO,Room2,yes,Neutral,2
RG,Room2,yes,Sad,2
H0,Room2,yes,Sad,H0
NN,Room2,yes,Sad,1
WE,Room2,yes,Neutral,2
UP,Room2,yes,Happy,1
H0,Room2,yes,Sad,H0
H0,Room2,yes,Happy,H0
EG,Room2,yes,Happy,3
LB,Room2,yes,Neutral,1
WT,Room2,yes,Neutral,1
H0,Room2,yes,Sad,H0
RM,Room2,yes,Sad,3
JE,Room2,yes,Neutral,3
NN,Room2,yes,Sad,1
LV,Room2,yes,Happy,2
AI,Room2,yes,Happy,3
JE,Room2,yes,Sad,3
IN,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
OR,Room2,no,Neutral,3
NN,Room2,no,Sad,1
S1,Room2,no,Happy,S1
NN,Room2,no,Happy,1
NN,Room2,no,Happy,1
RO,Room2,no,Happy,3
RO,Room2,no,Happy,3
H0,Room2,no,Neutral,H0
UP,Room2,yes,Sad,1
WA,Room2,no,Neutral,3
AU,Room2,no,Sad,2
AI,Room2,no,Happy,3
ME,Room2,no,Happy,1
LO,Room2,yes,Sad,3
GM,Room2,no,Happy,2
S1,Room2,no,Sad,S1
S1,Room2,yes,Sad,S1
RO,Room2,yes,Neutral,3
JE,Room2,yes,Sad,3
RO,Room2,no,Neutral,3
CG,Room2,no,Neutral,2
GM,Room2,no,Sad,2
AI,Room2,no,Sad,3
EG,Room2,no,Neutral,3
H0,Room2,no,Sad,H0
BZ,Room2,no,Neutral,3
RO,Room2,no,Happy,3
WT,Room2,no,Sad,1
S1,Room2,no,Sad,S1
LI,Room2,no,Neutral,1
LI,Room2,no,Happy,1
WT,Room2,yes,Neutral,1
ME,Room2,yes,Happy,1
RS,Room2,yes,Neutral,3
WY,Room2,no,Happy,2
WY,Room2,no,Sad,2
IN,Room2,no,Happy,3
UP,Room2,yes,Neutral,1
IN,Room2,yes,Happy,3
IN,Room2,yes,Sad,3
AU,Room2,yes,Sad,2
WA,Room2,yes,Neutral,3
WA,Room2,yes,Happy,3
NO,Room2,yes,Happy,3
DA,Room2,no,Happy,3
LI,Room2,no,Happy,1
BL,Room2,yes,Sad,3
MT,Room2,yes,Happy,3
S1,Room2,no,Sad,S1
H0,Room2,yes,Happy,H0
WA,Room2,yes,Sad,3
AL,Room2,yes,Happy,3
OR,Room2,yes,Sad,3
BZ,Room2,yes,Sad,3
AL,Room2,yes,Happy,3
ED,Room2,yes,Sad,1
AU,Room2,no,Happy,2
H0,Room2,yes,Sad,H0
H0,Room2,yes,Neutral,H0
ME,Room2,yes,Happy,1
BL,Room2,yes,Sad,3
MT,Room2,yes,Happy,3
LI,Room2,no,Happy,1
S1,Room2,yes,Happy,S1
ME,Room2,yes,Sad,1
CN,Room2,yes,Happy,2
CN,Room2,yes,Happy,2
NN,Room2,yes,Happy,1
UP,Room2,yes,Happy,1
,Room2,yes,Happy,
UP,Room2,yes,Neutral,1
H0,Room2,yes,Sad,H0
AL,Room2,yes,Sad,3
NO,Room2,yes,Happy,3
IN,Room2,yes,Happy,3
CB,Room2,yes,Happy,2
LI,Room2,no,Neutral,1
BU,Room2,yes,Happy,3
MT,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
LO,Room2,yes,Sad,3
RO,Room2,no,Happy,3
EG,Room2,yes,Neutral,3
LV,Room2,yes,Happy,2
TO,Room2,no,Sad,2
JE,Room2,yes,Happy,3
JE,Room2,yes,Happy,3
JE,Room2,yes,Happy,3
UP,Room2,yes,Sad,1
UP,Room2,yes,Sad,1
RO,Room2,no,Sad,3
JE,Room2,yes,Sad,3
WT,Room2,yes,Happy,1
PW,Room2,yes,Happy,1
NN,Room2,yes,Neutral,1
H0,Room2,no,Sad,H0
EG,Room2,no,Sad,3
S1,Room2,no,Sad,S1
BZ,Room2,no,Neutral,3
MT,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
JE,Room2,yes,Sad,3
RS,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
WA,Room2,yes,Sad,3
WA,Room2,yes,Sad,3
RO,Room2,yes,Neutral,3
H0,Room2,yes,Happy,H0
H0,Room2,yes,Happy,H0
AU,Room2,no,Happy,2
S1,Room2,yes,Neutral,S1
LO,Room2,yes,Happy,3
LO,Room2,yes,Sad,3
LG,Room2,no,Sad,3
LI,Room2,yes,Happy,1
BT,Room2,yes,Neutral,1
ED,Room2,yes,Neutral,1
H0,Room2,yes,Sad,H0
AI,Room2,yes,Sad,3
HU,Room2,yes,Neutral,3
S1,Room2,yes,Sad,S1
S1,Room2,yes,Happy,S1
DA,Room2,yes,Sad,3
H0,Room2,yes,Happy,H0
BE,Room2,yes,Happy,3
GG,Room2,yes,Happy,2
RM,Room2,yes,Happy,3
RM,Room2,yes,Neutral,3
RM,Room2,yes,Sad,3
H0,Room2,yes,Neutral,H0
AI,Room2,yes,Happy,3
AL,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
AU,Room2,no,Happy,2
DA,Room2,no,Sad,3
DA,Room2,no,Sad,3
H0,Room2,yes,Happy,H0
GG,Room2,yes,Neutral,2
WE,Room2,yes,Sad,2
GG,Room2,yes,Sad,2
RO,Room2,yes,Neutral,3
WW,Room2,yes,Happy,2
AL,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
H0,Room2,yes,Sad,H0
H0,Room2,yes,Sad,H0
SC,Room2,yes,Sad,2
LB,Room2,yes,Neutral,1
H0,Room2,yes,Sad,H0
BP,Room2,yes,Happy,2
BL,Room2,yes,Sad,3
BU,Room2,yes,Sad,3
BU,Room2,yes,Sad,3
LG,Room2,yes,Neutral,3
BE,Room2,yes,Happy,3
H0,Room2,yes,Sad,H0
OR,Room2,yes,Happy,3
BU,Room2,yes,Happy,3
S1,Room2,yes,Happy,S1
MT,Room2,yes,Neutral,3
WP,Room2,yes,Sad,2
LB,Room2,yes,Neutral,1
ED,Room2,yes,Happy,1
MM,Room2,yes,Happy,3
LB,Room2,yes,Happy,1
LI,Room2,yes,Sad,1
H0,Room2,yes,Neutral,H0
LB,Room2,yes,Happy,1
AL,Room2,yes,Sad,3
AI,Room2,yes,Sad,3
CB,Room2,yes,Neutral,2
H0,Room2,yes,Happy,H0
BL,Room2,yes,Happy,3
BT,Room2,yes,Sad,1
H0,Room2,yes,Sad,H0
UP,Room2,yes,Sad,1
JE,Room2,yes,Happy,3
DO,Room2,yes,Neutral,2
DA,Room2,yes,Happy,3
H0,Room2,yes,Neutral,H0
PW,Room2,yes,Sad,1
LG,Room2,yes,Sad,3
LG,Room2,yes,Sad,3
S1,Room2,yes,Happy,S1
MA,Room2,yes,Happy,3
H0,Room2,yes,Neutral,H0
NN,Room2,yes,Happy,1
NN,Room2,yes,Sad,1
NN,Room2,yes,Sad,1
CN,Room2,yes,Sad,2
CN,Room2,yes,Happy,2
CN,Room2,yes,Happy,2
MM,Room2,yes,Happy,3
BT,Room2,yes,Happy,1
BT,Room2,yes,Neutral,1
IN,Room2,yes,Happy,3
UP,Room2,yes,Neutral,1
LE,Room2,yes,Happy,2
BT,Room2,yes,Happy,1
SS,Room2,yes,Neutral,2
UP,Room2,yes,Neutral,1
UP,Room2,yes,Happy,1
AL,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
ED,Room2,yes,Sad,1
AL,Room2,yes,Happy,3
MT,Room2,yes,Neutral,3
S1,Room2,yes,Happy,S1
UP,Room2,yes,Happy,1
H0,Room2,yes,Happy,H0
NO,Room2,yes,Happy,3
H0,Room2,yes,Happy,H0
DO,Room2,yes,Happy,2
GA,Room2,yes,Happy,2
NN,Room2,yes,Neutral,1
H0,Room2,yes,Happy,H0
RM,Room2,yes,Neutral,3
HE,Room2,yes,Sad,2
LI,Room2,yes,Sad,1
BE,Room2,yes,Neutral,3
S1,Room2,yes,Happy,S1
UP,Room2,yes,Happy,1
H0,Room2,yes,Happy,H0
NN,Room2,yes,Neutral,1
AL,Room2,yes,Neutral,3
RO,Room2,yes,Neutral,3
WB,Room2,yes,Sad,3
WB,Room2,yes,Sad,3
LI,Room2,yes,Happy,1
BT,Room2,yes,Happy,1
W1,Room2,yes,Neutral,W1
LI,Room2,yes,Neutral,1
H0,Room2,yes,Neutral,H0
ED,Room2,yes,Happy,1
AV,Room2,yes,Sad,2
NN,Room2,yes,Sad,1
BE,Room2,yes,Sad,3
LI,Room2,yes,Neutral,1
BZ,Room2,yes,Neutral,3
H0,Room2,yes,Sad,H0
RM,Room2,yes,Happy,3
BP,Room2,yes,Happy,2
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Happy,H0
JE,Room2,no,Happy,3
DA,Room2,no,Happy,3
RO,Room2,no,Sad,3
WT,Room2,no,Sad,1
RO,Room2,no,Neutral,3
BZ,Room2,no,Sad,3
BZ,Room2,no,Neutral,3
DA,Room2,no,Happy,3
DA,Room2,no,Neutral,3
AI,Room2,no,Neutral,3
WP,Room2,no,Happy,2
WP,Room2,no,Sad,2
WP,Room2,no,Neutral,2
WP,Room2,no,Sad,2
LV,Room2,no,Sad,2
S1,Room2,no,Happy,S1
RO,Room2,yes,Sad,3
LI,Room2,no,Sad,1
WB,Room2,no,Neutral,3
NN,Room2,yes,Happy,1
S1,Room2,yes,Sad,S1
LB,Room2,yes,Neutral,1
LI,Room2,no,Happy,1
LI,Room2,no,Happy,1
H0,Room2,yes,Sad,H0
MM,Room2,no,Happy,3
H0,Room2,no,Neutral,H0
GM,Room2,no,Neutral,2
AU,Room2,yes,Happy,2
RO,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
BZ,Room2,yes,Happy,3
BU,Room2,yes,Neutral,3
AV,Room2,yes,Happy,2
H0,Room2,yes,Happy,H0
WB,Room2,yes,Neutral,3
ED,Room2,yes,Happy,1
LI,Room2,yes,Sad,1
JE,Room2,yes,Happy,3
WE,Room2,yes,Sad,2
,Room2,yes,Neutral,
,Room2,yes,Sad,
AI,Room2,yes,Happy,3
,Room2,yes,Sad,
,Room2,yes,Neutral,
LG,Room2,yes,Sad,3
PO,Room2,yes,Sad,3
BL,Room2,yes,Happy,3
AL,Room2,yes,Happy,3
S1,Room2,yes,Neutral,S1
CL,Room2,yes,Happy,2
EG,Room2,yes,Sad,3
CB,Room2,yes,Sad,2
MC,Room2,yes,Neutral,2
CL,Room2,yes,Happy,2
CL,Room2,yes,Neutral,2
CL,Room2,yes,Neutral,2
CL,Room2,yes,Happy,2
CL,Room2,yes,Sad,2
CL,Room2,yes,Happy,2
CL,Room2,yes,Sad,2
CL,Room2,yes,Sad,2
DU,Room2,yes,Neutral,3
NP,Room2,yes,Happy,2
WY,Room2,yes,Neutral,2
H0,Room2,yes,Neutral,H0
NN,Room2,yes,Happy,1
CB,Room2,yes,Neutral,2
LB,Room2,yes,Happy,1
BU,Room2,yes,Neutral,3
BU,Room2,yes,Happy,3
JE,Room2,yes,Neutral,3
H0,Room2,yes,Happy,H0
ED,Room2,yes,Happy,1
LB,Room2,yes,Happy,1
H0,Room2,yes,Happy,H0
NN,Room2,yes,Neutral,1
WA,Room2,yes,Happy,3
HU,Room2,yes,Sad,3
BZ,Room2,yes,Happy,3
MC,Room2,yes,Happy,2
CN,Room2,yes,Sad,2
CN,Room2,yes,Happy,2
LO,Room2,yes,Sad,3
RS,Room2,yes,Happy,3
CL,Room2,yes,Sad,2
BT,Room2,yes,Happy,1
LI,Room2,yes,Sad,1
CH,Room2,yes,Happy,3
S1,Room2,yes,Happy,S1
LB,Room2,yes,Neutral,1
S1,Room2,yes,Happy,S1
S1,Room2,yes,Happy,S1
H0,Room2,yes,Happy,H0
RG,Room2,yes,Sad,2
S1,Room2,yes,Sad,S1
H0,Room2,yes,Neutral,H0
BL,Room2,yes,Neutral,3
H0,Room2,yes,Happy,H0
LG,Room2,yes,Neutral,3
AL,Room2,yes,Sad,3
W1,Room2,yes,Neutral,W1
JE,Room2,yes,Happy,3
AL,Room2,yes,Sad,3
BZ,Room2,yes,Happy,3
NN,Room2,yes,Sad,1
JE,Room2,yes,Happy,3
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Neutral,H0
H0,Room2,yes,Neutral,H0
GR,Room2,yes,Happy,2
AL,Room2,yes,Neutral,3
H0,Room2,no,Happy,H0
NN,Room2,yes,Happy,1
NN,Room2,yes,Happy,1
NN,Room2,yes,Neutral,1
LB,Room2,yes,Sad,1
WT,Room2,yes,Happy,1
NN,Room2,yes,Neutral,1
NN,Room2,yes,Happy,1
NN,Room2,yes,Happy,1
NN,Room2,yes,Happy,1
NN,Room2,yes,Sad,1
ED,Room2,yes,Happy,1
AL,Room2,yes,Neutral,3
H0,Room2,yes,Sad,H0
MA,Room2,yes,Neutral,3
GR,Room2,yes,Sad,2
NO,Room2,yes,Happy,3
HE,Room2,yes,Happy,2
GG,Room2,yes,Neutral,2
H0,Room2,yes,Happy,H0
PW,Room2,yes,Sad,1
BT,Room2,yes,Happy,1
NO,Room2,yes,Happy,3
LO,Room2,yes,Sad,3
NO,Room2,yes,Neutral,3
BT,Room2,yes,Sad,1
HU,Room2,yes,Neutral,3
BT,Room2,yes,Happy,1
MT,Room2,yes,Happy,3
NN,Room2,yes,Happy,1
NN,Room2,yes,Happy,1
LI,Room2,yes,Happy,1
DO,Room2,yes,Happy,2
WT,Room2,yes,Happy,1
BE,Room2,yes,Happy,3
BZ,Room2,yes,Neutral,3
DU,Room2,yes,Sad,3
BU,Room2,yes,Neutral,3
AL,Room2,yes,Happy,3
LG,Room2,yes,Happy,3
ED,Room2,yes,Neutral,1
ME,Room2,yes,Sad,1
LI,Room2,yes,Happy,1
MM,Room2,yes,Neutral,3
BL,Room2,yes,Happy,3
RO,Room2,yes,Sad,3
AL,Room2,yes,Neutral,3
H0,Room2,yes,Happy,H0
RG,Room2,yes,Sad,2
UP,Room2,yes,Neutral,1
BU,Room2,yes,Neutral,3
,Room2,yes,Sad,
,Room2,yes,Neutral,
,Room2,yes,Sad,
BU,Room2,yes,Sad,3
NN,Room2,yes,Happy,1
EG,Room2,yes,Sad,3
S1,Room2,yes,Neutral,S1
EG,Room2,yes,Neutral,3
LG,Room2,yes,Neutral,3
BU,Room2,yes,Neutral,3
,Room2,yes,Happy,
LG,Room2,yes,Happy,3
AU,Room2,yes,Happy,2
H0,Room2,yes,Neutral,H0
RM,Room2,yes,Neutral,3
WE,Room2,yes,Happy,2
H0,Room2,yes,Happy,H0
S1,Room2,yes,Happy,S1
NN,Room2,yes,Happy,1
UP,Room2,yes,Sad,1
TH,Room2,yes,Neutral,2
BU,Room2,yes,Happy,3
HU,Room2,yes,Neutral,3
BU,Room2,yes,Sad,3
H0,Room2,yes,Sad,H0
H0,Room2,yes,Neutral,H0
RS,Room2,yes,Happy,3
OR,Room3,no,Happy,3
NN,Room3,no,Sad,1
NN,Room3,no,Happy,1
BL,Room3,no,Neutral,3
AI,Room3,no,Sad,3
PW,Room3,no,Sad,1
W1,Room3,no,Neutral,W1
S1,Room3,no,Sad,S1
S1,Room3,no,Happy,S1
LB,Room3,no,Sad,1
JE,Room3,no,Happy,3
S1,Room3,no,Happy,S1
UP,Room3,no,Happy,1
OM,Room3,no,Neutral,OM
NN,Room3,no,Neutral,1
SS,Room3,no,Sad,2
BZ,Room3,no,Happy,3
WY,Room3,no,Sad,2
S1,Room3,no,Neutral,S1
RO,Room3,no,Neutral,3
NN,Room3,no,Happy,1
S1,Room3,no,Neutral,S1
NN,Room3,no,Sad,1
NN,Room3,no,Neutral,1
UP,Room3,no,Sad,1
SS,Room3,no,Sad,2
BU,Room3,no,Happy,3
UP,Room3,no,Happy,1
LG,Room3,no,Sad,3
BZ,Room3,no,Happy,3
AI,Room3,no,Sad,3
H0,Room3,no,Happy,H0
LG,Room3,no,Sad,3
RO,Room3,no,Neutral,3
BE,Room3,no,Sad,3
HA,Room3,no,Sad,2
BL,Room3,no,Happy,3
W1,Room3,no,Happy,W1
EG,Room3,no,Sad,3
ED,Room3,no,Sad,1
PO,Room3,no,Happy,3
BU,Room3,no,Happy,3
RG,Room3,no,Happy,2
H0,Room3,no,Sad,H0
MT,Room3,no,Sad,3
BT,Room3,no,Happy,1
WT,Room3,no,Happy,1
LI,Room3,no,Sad,1
SC,Room3,no,Neutral,2
CH,Room3,no,Happy,3
RO,Room3,no,Sad,3
BE,Room3,no,Neutral,3
HA,Room3,no,Neutral,2
NN,Room3,no,Neutral,1
NN,Room3,no,Happy,1
HE,Room3,no,Sad,2
BT,Room3,no,Neutral,1
DA,Room3,no,Happy,3
AV,Room3,no,Sad,2
MM,Room3,no,Sad,3
WT,Room3,no,Happy,1
LG,Room3,no,Sad,3
WC,Room3,no,Happy,2
OR,Room3,no,Happy,3
BZ,Room3,no,Neutral,3
LO,Room3,no,Sad,3
DA,Room3,no,Neutral,3
BT,Room3,no,Happy,1
BE,Room3,no,Sad,3
H0,Room3,no,Sad,H0
H0,Room3,no,Happy,H0
JE,Room3,no,Sad,3
BE,Room3,no,Happy,3
RO,Room3,no,Sad,3
S1,Room3,no,Neutral,S1
BR,Room3,no,Neutral,2
HE,Room3,no,Happy,2
LI,Room3,no,Happy,1
KI,Room3,no,Happy,3
LI,Room3,no,Happy,1
ED,Room3,no,Happy,1
S1,Room3,no,Sad,S1
LG,Room3,no,Happy,3
BL,Room3,no,Sad,3
BL,Room3,no,Neutral,3
RG,Room3,no,Happy,2
JE,Room3,no,Neutral,3
BL,Room3,no,Neutral,3
OM,Room3,no,Sad,OM
RS,Room3,no,Sad,3
ME,Room3,no,Happy,1
BT,Room3,no,Happy,1
LB,Room3,no,Neutral,1
WR,Room3,no,Sad,2
BL,Room3,no,Happy,3
EG,Room3,no,Happy,3
WA,Room3,no,Happy,3
BZ,Room3,no,Sad,3
H0,Room3,no,Sad,H0
EG,Room3,no,Happy,3
MT,Room3,no,Sad,3
MM,Room3,no,Sad,3
S1,Room3,no,Sad,S1
RG,Room3,yes,Happy,2
WR,Room3,no,Sad,2
IN,Room3,no,Neutral,3
ED,Room3,no,Neutral,1
H0,Room3,yes,Neutral,H0
WR,Room3,yes,Happy,2
RO,Room3,yes,Happy,3
MT,Room3,yes,Neutral,3
WB,Room3,yes,Neutral,3
S1,Room3,yes,Sad,S1
BT,Room3,yes,Sad,1
H0,Room3,yes,Sad,H0
H0,Room3,yes,Happy,H0
WW,Room3,yes,Neutral,2
HE,Room3,yes,Neutral,2
S1,Room3,yes,Neutral,S1
GG,Room3,yes,Happy,2
OR,Room3,yes,Neutral,3
,Room3,yes,Neutral,
EG,Room3,no,Sad,3
BL,Room3,yes,Sad,3
WY,Room3,yes,Neutral,2
PW,Room3,yes,Happy,1
NN,Room3,yes,Happy,1
RM,Room3,yes,Neutral,3
SC,Room3,yes,Sad,2
S1,Room3,yes,Happy,S1
BT,Room3,yes,Sad,1
MT,Room3,yes,Neutral,3
CN,Room3,yes,Happy,2
LI,Room3,yes,Sad,1
PW,Room3,yes,Happy,1
EG,Room3,yes,Neutral,3
PU,Room3,yes,Happy,2
PW,Room3,no,Neutral,1
BZ,Room3,yes,Happy,3
BZ,Room3,no,Neutral,3
PW,Room3,yes,Neutral,1
NN,Room3,yes,Neutral,1
H0,Room3,yes,Neutral,H0
ED,Room3,yes,Happy,1
CH,Room3,yes,Happy,3
BE,Room3,yes,Sad,3
UP,Room3,yes,Happy,1
KI,Room3,yes,Happy,3
HE,Room3,yes,Sad,2
WY,Room3,yes,Sad,2
MT,Room3,yes,Sad,3
IN,Room3,yes,Sad,3
WA,Room3,yes,Neutral,3
AV,Room3,yes,Sad,2
CH,Room3,yes,Happy,3
GR,Room3,yes,Sad,2
BE,Room3,yes,Happy,3
OR,Room3,no,Happy,3
UP,Room3,yes,Happy,1
S1,Room3,yes,Happy,S1
OM,Room3,yes,Happy,OM
BL,Room3,yes,Happy,3
SS,Room3,yes,Sad,2
NO,Room3,yes,Sad,3
NO,Room3,yes,Sad,3
NO,Room3,yes,Sad,3
WC,Room3,yes,Happy,2
DA,Room3,yes,Sad,3
BE,Room3,yes,Happy,3
OM,Room3,yes,Happy,OM
WC,Room3,yes,Sad,2
BZ,Room3,yes,Sad,3
RS,Room3,yes,Sad,3
BZ,Room3,yes,Sad,3
AI,Room3,yes,Happy,3
BU,Room3,yes,Happy,3
BZ,Room3,yes,Sad,3
WA,Room3,yes,Sad,3
WA,Room3,yes,Happy,3
H0,Room3,yes,Happy,H0
WY,Room3,yes,Neutral,2
W1,Room3,yes,Sad,W1
AI,Room3,yes,Happy,3
BP,Room3,yes,Neutral,2
W1,Room3,yes,Sad,W1
PW,Room3,no,Sad,1
BZ,Room3,yes,Neutral,3
AI,Room3,yes,Sad,3
AV,Room3,no,Sad,2
AI,Room3,yes,Neutral,3
BE,Room3,yes,Happy,3
W1,Room3,yes,Sad,W1
LG,Room3,yes,Neutral,3
NO,Room3,yes,Sad,3
IN,Room3,yes,Happy,3
CB,Room3,yes,Sad,2
UP,Room3,yes,Neutral,1
GM,Room3,yes,Happy,2
RO,Room3,yes,Sad,3
UP,Room3,yes,Neutral,1
WR,Room3,yes,Sad,2
W1,Room3,yes,Sad,W1
S1,Room3,yes,Neutral,S1
ED,Room3,yes,Happy,1
W1,Room3,yes,Neutral,W1
OM,Room3,yes,Happy,OM
S1,Room3,yes,Sad,S1
MA,Room3,yes,Sad,3
WA,Room3,yes,Happy,3
OR,Room3,yes,Happy,3
NP,Room3,yes,Happy,2
CH,Room3,yes,Neutral,3
S1,Room3,yes,Sad,S1
BE,Room3,yes,Neutral,3
S1,Room3,yes,Happy,S1
MT,Room3,yes,Neutral,3
JE,Room3,yes,Neutral,3
S1,Room3,yes,Happy,S1
RO,Room3,yes,Happy,3
SO,Room3,yes,Sad,2
WY,Room3,yes,Sad,2
H0,Room3,yes,Sad,H0
LI,Room3,yes,Sad,1
WC,Room3,yes,Happy,2
OR,Room3,yes,Happy,3
LV,Room3,yes,Happy,2
VO,Room3,yes,Sad,2
KI,Room3,yes,Neutral,3
KI,Room3,yes,Sad,3
WA,Room3,yes,Neutral,3
BR,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
H0,Room3,yes,Happy,H0
BL,Room3,yes,Neutral,3
S1,Room3,yes,Happy,S1
BZ,Room3,yes,Happy,3
W1,Room3,yes,Happy,W1
CH,Room3,yes,Neutral,3
WA,Room3,yes,Sad,3
DA,Room3,yes,Happy,3
RO,Room3,yes,Sad,3
OM,Room3,yes,Sad,OM
PW,Room3,yes,Sad,1
RO,Room3,yes,Sad,3
